Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,Kitche0bvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,MoSold,YrSold
296,80.00,37.00,7937.00,6.00,6.00,1984.00,1984.00,0.00,819.00,0.00,184.00,1003.00,1003.00,0.00,0.00,1003.00,1.00,0.00,1.00,0.00,3.00,1.00,6.00,0.00,1984.00,2.00,588.00,120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2006.00
297,50.00,75.00,13710.00,5.00,5.00,1950.00,1950.00,0.00,420.00,0.00,490.00,910.00,910.00,648.00,0.00,1558.00,0.00,0.00,1.00,1.00,4.00,1.00,6.00,0.00,1950.00,1.00,282.00,289.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2007.00
298,60.00,66.00,7399.00,7.00,5.00,1997.00,1998.00,1600.00,649.00,0.00,326.00,975.00,975.00,975.00,0.00,1950.00,0.00,0.00,2.00,1.00,3.00,1.00,7.00,1.00,1997.00,2.00,576.00,0.00,10.00,0.00,0.00,198.00,0.00,0.00,0.00,6.00,2007.00
299,60.00,90.00,11700.00,6.00,6.00,1968.00,1968.00,365.00,384.00,175.00,143.00,702.00,1041.00,702.00,0.00,1743.00,0.00,1.00,1.00,2.00,3.00,1.00,7.00,1.00,1968.00,2.00,539.00,224.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2007.00
300,20.00,80.00,14000.00,6.00,8.00,1950.00,2004.00,0.00,0.00,0.00,1092.00,1092.00,1152.00,0.00,0.00,1152.00,0.00,1.00,1.00,0.00,3.00,1.00,6.00,1.00,1950.00,1.00,300.00,0.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2009.00
301,190.00,90.00,15750.00,5.00,5.00,1953.00,1953.00,56.00,841.00,0.00,324.00,1165.00,1336.00,0.00,0.00,1336.00,1.00,0.00,1.00,0.00,2.00,1.00,5.00,2.00,1953.00,1.00,375.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2006.00
302,60.00,66.00,16226.00,8.00,5.00,1998.00,1999.00,0.00,281.00,0.00,747.00,1028.00,1210.00,1242.00,0.00,2452.00,0.00,0.00,2.00,1.00,4.00,1.00,9.00,1.00,1998.00,2.00,683.00,208.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2007.00
303,20.00,118.00,13704.00,7.00,5.00,2001.00,2002.00,150.00,0.00,0.00,1541.00,1541.00,1541.00,0.00,0.00,1541.00,0.00,0.00,2.00,0.00,3.00,1.00,6.00,1.00,2001.00,3.00,843.00,468.00,81.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2006.00
304,20.00,70.00,9800.00,5.00,7.00,1972.00,1972.00,0.00,894.00,0.00,0.00,894.00,894.00,0.00,0.00,894.00,1.00,0.00,1.00,0.00,3.00,1.00,5.00,0.00,1975.00,2.00,552.00,256.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2006.00
305,75.00,87.00,18386.00,7.00,9.00,1880.00,2002.00,0.00,0.00,0.00,1470.00,1470.00,1675.00,1818.00,0.00,3493.00,0.00,0.00,3.00,0.00,3.00,1.00,10.00,1.00,2003.00,3.00,870.00,302.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2008.00
306,20.00,80.00,10386.00,8.00,5.00,2004.00,2005.00,246.00,1464.00,0.00,536.00,2000.00,2000.00,0.00,0.00,2000.00,1.00,0.00,2.00,0.00,3.00,1.00,8.00,0.00,2004.00,3.00,888.00,168.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2007.00
307,60.00,116.00,13474.00,7.00,5.00,1990.00,1991.00,246.00,700.00,0.00,0.00,700.00,1122.00,1121.00,0.00,2243.00,1.00,0.00,2.00,1.00,4.00,1.00,8.00,1.00,1990.00,3.00,746.00,127.00,44.00,224.00,0.00,0.00,0.00,0.00,0.00,6.00,2007.00
308,50.00,0.00,7920.00,6.00,7.00,1920.00,1950.00,0.00,0.00,0.00,319.00,319.00,1035.00,371.00,0.00,1406.00,0.00,0.00,1.00,0.00,3.00,1.00,6.00,0.00,0.00,0.00,0.00,0.00,144.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2008.00
309,30.00,0.00,12342.00,4.00,5.00,1940.00,1950.00,0.00,262.00,0.00,599.00,861.00,861.00,0.00,0.00,861.00,0.00,0.00,1.00,0.00,1.00,1.00,4.00,0.00,1961.00,2.00,539.00,158.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2009.00
310,20.00,90.00,12378.00,9.00,5.00,2003.00,2004.00,0.00,1274.00,0.00,622.00,1896.00,1944.00,0.00,0.00,1944.00,1.00,0.00,2.00,0.00,3.00,1.00,8.00,3.00,2003.00,3.00,708.00,208.00,175.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,2006.00
311,60.00,0.00,7685.00,6.00,5.00,1993.00,1994.00,112.00,518.00,0.00,179.00,697.00,697.00,804.00,0.00,1501.00,0.00,0.00,2.00,1.00,3.00,1.00,6.00,1.00,1993.00,2.00,420.00,190.00,63.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2006.00
312,20.00,50.00,8000.00,6.00,6.00,1948.00,2002.00,0.00,680.00,0.00,292.00,972.00,972.00,0.00,0.00,972.00,1.00,0.00,1.00,0.00,2.00,1.00,5.00,1.00,1948.00,1.00,240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2009.00
313,190.00,65.00,7800.00,5.00,7.00,1939.00,1950.00,0.00,507.00,0.00,286.00,793.00,793.00,325.00,0.00,1118.00,1.00,0.00,1.00,0.00,3.00,1.00,5.00,1.00,1939.00,2.00,410.00,0.00,0.00,0.00,0.00,271.00,0.00,0.00,0.00,5.00,2006.00
314,20.00,150.00,215245.00,7.00,5.00,1965.00,1965.00,0.00,1236.00,820.00,80.00,2136.00,2036.00,0.00,0.00,2036.00,2.00,0.00,2.00,0.00,3.00,1.00,8.00,2.00,1965.00,2.00,513.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2009.00
315,70.00,60.00,9600.00,7.00,7.00,1925.00,1990.00,0.00,16.00,0.00,712.00,728.00,832.00,809.00,0.00,1641.00,0.00,1.00,1.00,1.00,3.00,1.00,6.00,1.00,1925.00,2.00,546.00,0.00,0.00,234.00,0.00,0.00,0.00,0.00,0.00,8.00,2006.00
316,60.00,71.00,7795.00,7.00,5.00,2004.00,2005.00,0.00,425.00,0.00,291.00,716.00,716.00,716.00,0.00,1432.00,1.00,0.00,2.00,1.00,3.00,1.00,6.00,1.00,2004.00,2.00,432.00,100.00,51.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2009.00
317,60.00,94.00,13005.00,7.00,7.00,1980.00,1980.00,278.00,692.00,0.00,153.00,845.00,1153.00,1200.00,0.00,2353.00,1.00,0.00,2.00,1.00,4.00,1.00,10.00,1.00,1983.00,2.00,484.00,288.00,195.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2009.00
318,60.00,75.00,9000.00,8.00,5.00,2006.00,2006.00,0.00,0.00,0.00,1088.00,1088.00,1088.00,871.00,0.00,1959.00,0.00,0.00,2.00,1.00,3.00,1.00,8.00,1.00,2006.00,3.00,1025.00,208.00,46.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,2007.00
319,60.00,90.00,9900.00,7.00,5.00,1993.00,1993.00,256.00,987.00,0.00,360.00,1347.00,1372.00,1274.00,0.00,2646.00,1.00,0.00,2.00,1.00,4.00,1.00,9.00,1.00,1993.00,3.00,656.00,340.00,60.00,144.00,0.00,0.00,0.00,0.00,0.00,4.00,2009.00
320,80.00,0.00,14115.00,7.00,5.00,1980.00,1980.00,225.00,1036.00,0.00,336.00,1372.00,1472.00,0.00,0.00,1472.00,1.00,0.00,2.00,0.00,3.00,1.00,6.00,2.00,1980.00,2.00,588.00,233.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2009.00
321,60.00,111.00,16259.00,9.00,5.00,2006.00,2006.00,370.00,0.00,0.00,1249.00,1249.00,1249.00,1347.00,0.00,2596.00,0.00,0.00,3.00,1.00,4.00,1.00,9.00,0.00,2006.00,3.00,840.00,240.00,154.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,2006.00
322,60.00,99.00,12099.00,8.00,5.00,2004.00,2004.00,388.00,970.00,0.00,166.00,1136.00,1136.00,1332.00,0.00,2468.00,1.00,0.00,2.00,1.00,4.00,1.00,10.00,1.00,2004.00,3.00,872.00,184.00,154.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2007.00
323,60.00,86.00,10380.00,7.00,5.00,1986.00,1987.00,172.00,28.00,1474.00,0.00,1502.00,1553.00,1177.00,0.00,2730.00,1.00,0.00,2.00,1.00,4.00,1.00,8.00,1.00,1987.00,2.00,576.00,201.00,96.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2007.00
324,20.00,49.00,5820.00,3.00,8.00,1955.00,2005.00,0.00,256.00,0.00,906.00,1162.00,1163.00,0.00,0.00,1163.00,1.00,0.00,1.00,0.00,3.00,1.00,6.00,0.00,1955.00,1.00,220.00,142.00,98.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2006.00
325,80.00,96.00,11275.00,7.00,7.00,1967.00,2007.00,300.00,0.00,0.00,710.00,710.00,1898.00,1080.00,0.00,2978.00,0.00,0.00,2.00,1.00,5.00,1.00,11.00,1.00,1961.00,2.00,564.00,240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2010.00
326,45.00,50.00,5000.00,5.00,6.00,1941.00,1950.00,0.00,116.00,0.00,604.00,720.00,803.00,0.00,0.00,803.00,0.00,0.00,1.00,0.00,2.00,1.00,5.00,0.00,1941.00,2.00,360.00,0.00,0.00,244.00,0.00,0.00,0.00,0.00,0.00,12.00,2007.00
327,120.00,32.00,10846.00,8.00,5.00,1993.00,1993.00,0.00,1619.00,0.00,100.00,1719.00,1719.00,0.00,0.00,1719.00,2.00,0.00,1.00,1.00,1.00,1.00,6.00,2.00,1993.00,2.00,473.00,122.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2008.00
328,20.00,80.00,11600.00,6.00,5.00,1960.00,1960.00,175.00,565.00,0.00,818.00,1383.00,1383.00,0.00,0.00,1383.00,0.00,0.00,1.00,1.00,3.00,1.00,7.00,0.00,1960.00,1.00,292.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2006.00
329,75.00,0.00,11888.00,6.00,6.00,1916.00,1994.00,0.00,0.00,0.00,844.00,844.00,1445.00,689.00,0.00,2134.00,0.00,0.00,2.00,0.00,5.00,1.00,10.00,0.00,1930.00,2.00,441.00,0.00,60.00,268.00,0.00,0.00,0.00,0.00,0.00,7.00,2009.00
330,70.00,60.00,6402.00,5.00,5.00,1920.00,1950.00,0.00,0.00,0.00,596.00,596.00,596.00,596.00,0.00,1192.00,0.00,0.00,1.00,0.00,3.00,1.00,6.00,0.00,1920.00,1.00,189.00,0.00,0.00,137.00,0.00,0.00,0.00,0.00,0.00,7.00,2009.00
331,90.00,0.00,10624.00,5.00,4.00,1964.00,1964.00,84.00,40.00,264.00,1424.00,1728.00,1728.00,0.00,0.00,1728.00,0.00,1.00,2.00,0.00,6.00,2.00,10.00,0.00,2002.00,1.00,352.00,155.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,2007.00
332,20.00,70.00,8176.00,5.00,6.00,1958.00,1992.00,0.00,846.00,0.00,210.00,1056.00,1056.00,0.00,0.00,1056.00,1.00,0.00,1.00,0.00,3.00,1.00,6.00,0.00,1958.00,1.00,308.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2007.00
333,20.00,85.00,10655.00,8.00,5.00,2003.00,2004.00,296.00,1124.00,479.00,1603.00,3206.00,1629.00,0.00,0.00,1629.00,1.00,0.00,2.00,0.00,3.00,1.00,7.00,1.00,2003.00,3.00,880.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,2009.00
334,120.00,59.00,8198.00,7.00,5.00,2004.00,2004.00,146.00,720.00,0.00,638.00,1358.00,1358.00,0.00,0.00,1358.00,1.00,0.00,2.00,0.00,2.00,1.00,6.00,1.00,2004.00,2.00,484.00,192.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2008.00
335,60.00,59.00,9042.00,6.00,5.00,1998.00,1998.00,0.00,828.00,0.00,115.00,943.00,943.00,695.00,0.00,1638.00,1.00,0.00,2.00,1.00,3.00,1.00,7.00,2.00,1998.00,2.00,472.00,100.00,38.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2008.00
336,190.00,0.00,164660.00,5.00,6.00,1965.00,1965.00,0.00,1249.00,147.00,103.00,1499.00,1619.00,167.00,0.00,1786.00,2.00,0.00,2.00,0.00,3.00,1.00,7.00,2.00,1965.00,2.00,529.00,670.00,0.00,0.00,0.00,0.00,0.00,0.00,700.00,8.00,2008.00
337,20.00,86.00,14157.00,9.00,5.00,2005.00,2006.00,200.00,1249.00,0.00,673.00,1922.00,1922.00,0.00,0.00,1922.00,1.00,0.00,2.00,0.00,3.00,1.00,8.00,1.00,2005.00,3.00,676.00,178.00,51.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2007.00
338,20.00,70.00,9135.00,7.00,5.00,2002.00,2003.00,113.00,810.00,0.00,726.00,1536.00,1536.00,0.00,0.00,1536.00,1.00,0.00,2.00,0.00,3.00,1.00,7.00,0.00,2002.00,2.00,532.00,192.00,74.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,2008.00
339,20.00,91.00,14145.00,7.00,7.00,1984.00,1998.00,0.00,213.00,0.00,995.00,1208.00,1621.00,0.00,0.00,1621.00,1.00,0.00,2.00,0.00,3.00,1.00,8.00,0.00,1984.00,2.00,440.00,108.00,45.00,0.00,0.00,0.00,0.00,0.00,400.00,5.00,2006.00
340,20.00,66.00,12400.00,6.00,7.00,1958.00,1998.00,176.00,585.00,0.00,630.00,1215.00,1215.00,0.00,0.00,1215.00,0.00,0.00,1.00,0.00,3.00,1.00,6.00,0.00,1958.00,1.00,297.00,0.00,0.00,0.00,0.00,234.00,0.00,0.00,0.00,6.00,2009.00
341,60.00,85.00,14191.00,8.00,5.00,2002.00,2002.00,0.00,0.00,0.00,967.00,967.00,993.00,915.00,0.00,1908.00,0.00,0.00,2.00,1.00,4.00,1.00,9.00,0.00,2002.00,2.00,431.00,135.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2010.00
342,20.00,60.00,8400.00,4.00,4.00,1950.00,1950.00,0.00,0.00,0.00,721.00,721.00,841.00,0.00,0.00,841.00,0.00,0.00,1.00,0.00,2.00,1.00,4.00,0.00,1950.00,1.00,294.00,250.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,9.00,2009.00
343,90.00,0.00,8544.00,3.00,4.00,1949.00,1950.00,340.00,0.00,0.00,0.00,0.00,1040.00,0.00,0.00,1040.00,0.00,0.00,2.00,0.00,2.00,2.00,6.00,0.00,1949.00,2.00,400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2006.00
344,120.00,63.00,8849.00,9.00,5.00,2005.00,2005.00,616.00,28.00,0.00,1656.00,1684.00,1684.00,0.00,0.00,1684.00,0.00,0.00,2.00,0.00,2.00,1.00,6.00,1.00,2005.00,2.00,564.00,495.00,72.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2008.00
345,160.00,36.00,2592.00,5.00,3.00,1976.00,1976.00,0.00,129.00,232.00,175.00,536.00,536.00,576.00,0.00,1112.00,0.00,0.00,1.00,1.00,3.00,1.00,4.00,0.00,1976.00,1.00,336.00,182.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2010.00
346,50.00,65.00,6435.00,6.00,5.00,1939.00,1950.00,0.00,0.00,0.00,972.00,972.00,972.00,605.00,0.00,1577.00,0.00,0.00,1.00,0.00,3.00,1.00,6.00,1.00,1939.00,1.00,312.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,2006.00
347,20.00,0.00,12772.00,6.00,8.00,1960.00,1998.00,0.00,498.00,0.00,460.00,958.00,958.00,0.00,0.00,958.00,0.00,0.00,1.00,0.00,2.00,1.00,5.00,0.00,1960.00,1.00,301.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15500.00,4.00,2007.00
348,20.00,0.00,17600.00,6.00,5.00,1960.00,1960.00,30.00,1270.00,0.00,208.00,1478.00,1478.00,0.00,0.00,1478.00,1.00,0.00,2.00,0.00,3.00,1.00,6.00,2.00,1960.00,2.00,498.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,2009.00
349,160.00,36.00,2448.00,7.00,5.00,2003.00,2004.00,106.00,573.00,0.00,191.00,764.00,764.00,862.00,0.00,1626.00,1.00,0.00,2.00,1.00,2.00,1.00,6.00,0.00,2003.00,2.00,474.00,0.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,2008.00
350,60.00,56.00,20431.00,9.00,5.00,2005.00,2006.00,870.00,1410.00,0.00,438.00,1848.00,1848.00,880.00,0.00,2728.00,1.00,0.00,2.00,1.00,4.00,1.00,10.00,2.00,2006.00,3.00,706.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2006.00
351,120.00,68.00,7820.00,9.00,5.00,2007.00,2007.00,362.00,0.00,0.00,1869.00,1869.00,1869.00,0.00,0.00,1869.00,0.00,0.00,2.00,0.00,2.00,1.00,6.00,1.00,2007.00,2.00,617.00,210.00,54.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,2007.00
352,120.00,0.00,5271.00,7.00,5.00,1986.00,1986.00,0.00,1082.00,0.00,371.00,1453.00,1453.00,0.00,0.00,1453.00,1.00,0.00,1.00,1.00,2.00,1.00,6.00,1.00,1986.00,2.00,445.00,0.00,80.00,0.00,0.00,184.00,0.00,0.00,0.00,12.00,2006.00
353,50.00,60.00,9084.00,5.00,6.00,1941.00,1950.00,0.00,236.00,380.00,0.00,616.00,616.00,495.00,0.00,1111.00,0.00,1.00,1.00,0.00,3.00,1.00,5.00,0.00,1941.00,1.00,200.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2008.00
354,30.00,60.00,8520.00,6.00,8.00,1928.00,2003.00,0.00,0.00,0.00,624.00,624.00,720.00,0.00,0.00,720.00,0.00,0.00,1.00,0.00,2.00,1.00,5.00,0.00,2005.00,2.00,484.00,106.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2010.00
355,50.00,60.00,8400.00,6.00,5.00,1940.00,2000.00,0.00,388.00,0.00,552.00,940.00,1192.00,403.00,0.00,1595.00,0.00,0.00,1.00,0.00,2.00,1.00,6.00,2.00,1940.00,1.00,240.00,0.00,0.00,108.00,0.00,0.00,0.00,0.00,0.00,6.00,2006.00
356,20.00,105.00,11249.00,6.00,5.00,1995.00,1995.00,0.00,334.00,544.00,322.00,1200.00,1200.00,0.00,0.00,1200.00,1.00,0.00,2.00,0.00,3.00,1.00,6.00,0.00,1995.00,2.00,521.00,0.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2007.00
357,20.00,0.00,9248.00,6.00,6.00,1992.00,1992.00,106.00,560.00,0.00,598.00,1158.00,1167.00,0.00,0.00,1167.00,1.00,0.00,2.00,0.00,3.00,1.00,6.00,0.00,1992.00,2.00,400.00,120.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2009.00
358,120.00,44.00,4224.00,5.00,5.00,1976.00,1976.00,0.00,874.00,0.00,268.00,1142.00,1142.00,0.00,0.00,1142.00,1.00,0.00,1.00,1.00,3.00,1.00,6.00,1.00,1976.00,2.00,528.00,536.00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2007.00
359,80.00,92.00,6930.00,5.00,4.00,1958.00,1958.00,120.00,300.00,294.00,468.00,1062.00,1352.00,0.00,0.00,1352.00,0.00,1.00,1.00,0.00,3.00,1.00,6.00,0.00,1958.00,1.00,288.00,168.00,0.00,294.00,0.00,0.00,0.00,0.00,0.00,7.00,2006.00
360,60.00,78.00,12011.00,8.00,5.00,1998.00,1998.00,530.00,956.00,0.00,130.00,1086.00,1086.00,838.00,0.00,1924.00,1.00,0.00,2.00,1.00,3.00,1.00,7.00,1.00,1998.00,2.00,592.00,208.00,75.00,0.00,0.00,374.00,0.00,0.00,0.00,6.00,2006.00
361,85.00,0.00,7540.00,6.00,6.00,1978.00,1978.00,0.00,773.00,0.00,115.00,888.00,912.00,0.00,0.00,912.00,1.00,0.00,1.00,0.00,2.00,1.00,5.00,1.00,1978.00,2.00,470.00,0.00,0.00,0.00,0.00,192.00,0.00,0.00,0.00,6.00,2007.00
362,50.00,0.00,9144.00,5.00,5.00,1940.00,1982.00,0.00,399.00,0.00,484.00,883.00,988.00,517.00,0.00,1505.00,1.00,0.00,1.00,0.00,3.00,1.00,8.00,0.00,1940.00,1.00,240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2008.00
363,85.00,64.00,7301.00,7.00,5.00,2003.00,2003.00,500.00,0.00,0.00,0.00,0.00,495.00,1427.00,0.00,1922.00,0.00,0.00,3.00,0.00,4.00,1.00,7.00,1.00,2003.00,2.00,672.00,0.00,0.00,177.00,0.00,0.00,0.00,0.00,0.00,7.00,2009.00
364,160.00,21.00,1680.00,6.00,8.00,1972.00,2007.00,510.00,162.00,0.00,321.00,483.00,483.00,504.00,0.00,987.00,0.00,0.00,1.00,1.00,2.00,1.00,5.00,0.00,1972.00,1.00,264.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2009.00
365,60.00,0.00,18800.00,6.00,5.00,1976.00,1976.00,120.00,712.00,0.00,84.00,796.00,790.00,784.00,0.00,1574.00,1.00,0.00,2.00,1.00,3.00,1.00,6.00,1.00,1976.00,2.00,566.00,306.00,111.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2006.00
366,70.00,59.00,10690.00,5.00,7.00,1920.00,1997.00,0.00,456.00,0.00,216.00,672.00,672.00,672.00,0.00,1344.00,0.00,0.00,1.00,0.00,3.00,1.00,6.00,0.00,1964.00,1.00,468.00,0.00,128.00,218.00,0.00,0.00,0.00,0.00,0.00,7.00,2009.00
367,20.00,0.00,9500.00,6.00,5.00,1963.00,1963.00,247.00,609.00,0.00,785.00,1394.00,1394.00,0.00,0.00,1394.00,1.00,0.00,1.00,1.00,3.00,1.00,6.00,2.00,1963.00,2.00,514.00,0.00,76.00,0.00,0.00,185.00,0.00,0.00,0.00,7.00,2009.00
368,80.00,101.00,9150.00,6.00,5.00,1962.00,1962.00,305.00,371.00,0.00,728.00,1099.00,1431.00,0.00,0.00,1431.00,0.00,1.00,1.00,0.00,3.00,1.00,6.00,1.00,1962.00,1.00,296.00,64.00,110.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,2008.00
369,20.00,78.00,7800.00,5.00,6.00,1954.00,1954.00,200.00,540.00,0.00,728.00,1268.00,1268.00,0.00,0.00,1268.00,0.00,0.00,1.00,0.00,2.00,1.00,7.00,1.00,1954.00,1.00,244.00,0.00,98.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2010.00
370,20.00,0.00,9830.00,5.00,7.00,1959.00,2006.00,0.00,72.00,258.00,733.00,1063.00,1287.00,0.00,0.00,1287.00,1.00,0.00,1.00,0.00,3.00,1.00,7.00,1.00,1997.00,2.00,576.00,364.00,17.00,0.00,0.00,182.00,0.00,0.00,0.00,3.00,2010.00
371,60.00,0.00,8121.00,6.00,5.00,2000.00,2000.00,0.00,0.00,0.00,953.00,953.00,953.00,711.00,0.00,1664.00,0.00,0.00,2.00,1.00,3.00,1.00,7.00,1.00,2000.00,2.00,460.00,100.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2006.00
372,50.00,80.00,17120.00,4.00,4.00,1959.00,1959.00,0.00,0.00,0.00,0.00,0.00,1120.00,468.00,0.00,1588.00,0.00,0.00,2.00,0.00,4.00,1.00,7.00,1.00,1991.00,2.00,680.00,0.00,59.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2008.00
373,120.00,50.00,7175.00,6.00,5.00,1984.00,1984.00,0.00,623.00,121.00,0.00,744.00,752.00,0.00,0.00,752.00,1.00,0.00,1.00,0.00,2.00,1.00,4.00,0.00,1984.00,1.00,264.00,353.00,0.00,0.00,0.00,90.00,0.00,0.00,0.00,2.00,2010.00
374,20.00,79.00,10634.00,5.00,6.00,1953.00,1953.00,0.00,428.00,180.00,0.00,608.00,1319.00,0.00,0.00,1319.00,1.00,0.00,1.00,0.00,3.00,1.00,5.00,0.00,1953.00,1.00,270.00,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,2009.00
375,60.00,65.00,8200.00,7.00,5.00,2003.00,2004.00,0.00,0.00,0.00,847.00,847.00,847.00,1081.00,0.00,1928.00,0.00,0.00,2.00,1.00,4.00,1.00,8.00,1.00,2003.00,2.00,434.00,100.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2007.00
376,30.00,0.00,10020.00,1.00,1.00,1922.00,1950.00,0.00,350.00,0.00,333.00,683.00,904.00,0.00,0.00,904.00,1.00,0.00,0.00,1.00,1.00,1.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2009.00
377,85.00,57.00,8846.00,5.00,5.00,1996.00,1996.00,0.00,298.00,0.00,572.00,870.00,914.00,0.00,0.00,914.00,0.00,0.00,1.00,0.00,2.00,1.00,5.00,0.00,1998.00,2.00,576.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2006.00
378,60.00,102.00,11143.00,8.00,5.00,2004.00,2005.00,0.00,0.00,0.00,1580.00,1580.00,1580.00,886.00,0.00,2466.00,0.00,0.00,3.00,0.00,4.00,1.00,8.00,1.00,2004.00,2.00,610.00,159.00,214.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,2007.00
379,20.00,88.00,11394.00,9.00,2.00,2010.00,2010.00,350.00,1445.00,0.00,411.00,1856.00,1856.00,0.00,0.00,1856.00,1.00,0.00,1.00,1.00,1.00,1.00,8.00,1.00,2010.00,3.00,834.00,113.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2010.00
380,60.00,60.00,8123.00,6.00,5.00,2000.00,2000.00,16.00,0.00,0.00,982.00,982.00,1007.00,793.00,0.00,1800.00,0.00,0.00,2.00,1.00,3.00,1.00,7.00,1.00,2000.00,2.00,463.00,100.00,63.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2009.00
381,50.00,50.00,5000.00,5.00,6.00,1924.00,1950.00,0.00,218.00,0.00,808.00,1026.00,1026.00,665.00,0.00,1691.00,0.00,0.00,2.00,0.00,3.00,1.00,6.00,1.00,1924.00,1.00,308.00,0.00,0.00,242.00,0.00,0.00,0.00,0.00,0.00,5.00,2010.00
382,20.00,60.00,7200.00,7.00,5.00,2006.00,2006.00,0.00,0.00,0.00,1293.00,1293.00,1301.00,0.00,0.00,1301.00,1.00,0.00,2.00,0.00,2.00,1.00,5.00,1.00,2006.00,2.00,572.00,216.00,121.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2006.00
